name,position,team,opponent_team,total_points,was_home,team_tot_points_last_5_matches,team_tot_points_last_5_h2h,tot_assists_last_5_h2h,tot_bonus_last_5_h2h,tot_bps_last_5_h2h,tot_clean_sheets_last_5_h2h,tot_goals_conceded_last_5_h2h,tot_goals_scored_last_5_h2h,tot_own_goals_last_5_h2h,tot_penalties_missed_last_5_h2h,tot_penalties_saved_last_5_h2h,tot_red_cards_last_5_h2h,tot_yellow_cards_last_5_h2h,tot_saves_last_5_h2h,tot_total_points_last_5_h2h,avg_ict_index_last_5_h2h,avg_influence_last_5_h2h,avg_creativity_last_5_h2h,avg_threat_last_5_h2h,avg_selected_last_5_h2h,avg_minutes_last_5_h2h,tot_assists_last_5,tot_bonus_last_5,tot_bps_last_5,tot_clean_sheets_last_5,tot_goals_conceded_last_5,tot_goals_scored_last_5,tot_own_goals_last_5,tot_penalties_missed_last_5,tot_penalties_saved_last_5,tot_red_cards_last_5,tot_yellow_cards_last_5,tot_saves_last_5,tot_total_points_last_5,avg_ict_index_last_5,avg_influence_last_5,avg_creativity_last_5,avg_threat_last_5,avg_selected_last_5,avg_minutes_last_5
Hákon Valdimarsson,GK,Brentford,Liverpool,0,False,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,197707.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,153916.0,0.0
Kristoffer Ajer,DEF,Brentford,Liverpool,1,False,9.0,0.0,1,0,26,0,9,0,0,0,0,0,1,0,5,3.0,14.0,9.0,3.0,27169.0,54.0,0,0,28,1,3,0,0,0,0,0,0,0,10,2.0,7.0,3.0,8.0,64417.0,57.0
Dominik Szoboszlai,MID,Liverpool,Brentford,2,True,15.0,15.0,1,0,44,2,1,0,0,0,0,0,1,0,10,4.0,9.0,18.0,11.0,411481.0,68.0,1,1,45,2,2,0,0,0,0,0,1,0,12,4.0,8.0,24.0,13.0,302149.0,42.0
James McConnell,MID,Liverpool,Brentford,0,True,15.0,15.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2054.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2454.0,0.0
Curtis Jones,MID,Liverpool,Brentford,0,True,15.0,15.0,0,0,15,1,0,0,0,0,0,0,0,0,4,1.0,2.0,2.0,2.0,11044.0,23.0,0,0,3,0,2,0,0,0,0,0,0,0,2,1.0,2.0,2.0,4.0,8360.0,5.0
Ethan Pinnock,DEF,Brentford,Liverpool,1,False,6.0,0.0,0,1,67,1,6,0,0,0,0,0,0,0,11,3.0,16.0,4.0,10.0,200685.0,72.0,0,0,58,1,8,0,1,0,0,0,0,0,9,2.0,16.0,0.0,5.0,107711.0,90.0
Rhys Williams,DEF,Liverpool,Brentford,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4090.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6731.0,0.0
Mark Flekken,GK,Brentford,Liverpool,3,False,3.0,0.0,0,0,87,1,9,0,0,0,0,0,0,20,13,4.0,38.0,0.0,0.0,468701.0,90.0,0,3,101,1,8,0,0,0,0,0,0,21,21,4.0,35.0,2.0,0.0,704558.0,90.0
Ryan Gravenberch,MID,Liverpool,Brentford,2,True,15.0,15.0,0,0,27,1,1,0,0,0,0,0,1,0,3,1.0,8.0,4.0,2.0,15941.0,49.0,0,0,32,2,3,0,0,0,0,0,1,0,8,2.0,6.0,8.0,2.0,11599.0,46.0
Mathias Jensen,MID,Brentford,Liverpool,1,False,0.0,0.0,0,0,58,1,7,0,0,0,0,0,1,0,10,5.0,12.0,31.0,6.0,143475.0,76.0,0,0,22,0,6,0,0,0,0,0,3,0,4,2.0,4.0,12.0,1.0,53621.0,48.0
Yehor Yarmoliuk,MID,Brentford,Liverpool,0,False,0.0,0.0,0,0,7,0,1,0,0,0,0,0,0,0,1,0.0,2.0,0.0,1.0,116362.0,4.0,0,0,10,0,1,0,0,0,0,0,0,0,3,1.0,3.0,0.0,3.0,148231.0,7.0
Bobby Clark,MID,Liverpool,Brentford,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3568.0,0.0
Keane Lewis-Potter,MID,Brentford,Liverpool,2,False,0.0,0.0,0,0,12,0,3,0,0,0,0,0,0,0,4,1.0,3.0,3.0,5.0,4837.0,22.0,0,0,15,2,1,0,0,0,0,0,0,0,9,2.0,4.0,5.0,16.0,5376.0,42.0
Darwin Núñez,FWD,Liverpool,Brentford,1,True,15.0,15.0,1,0,54,2,0,1,0,0,0,0,0,0,14,4.0,15.0,9.0,14.0,1295177.0,44.0,0,0,2,0,3,0,0,0,0,0,0,0,4,1.0,2.0,1.0,5.0,1023807.0,13.0
Wataru Endo,MID,Liverpool,Brentford,1,True,15.0,15.0,0,0,24,1,1,0,0,0,0,0,1,0,6,1.0,6.0,2.0,2.0,8226.0,52.0,0,0,44,2,1,0,0,0,0,0,1,0,8,2.0,8.0,9.0,1.0,13929.0,46.0
Alexis Mac Allister,MID,Liverpool,Brentford,3,True,15.0,15.0,0,1,69,1,5,2,0,0,0,1,1,0,15,5.0,22.0,18.0,16.0,576882.0,64.0,0,1,72,3,4,1,0,0,0,0,0,0,19,5.0,17.0,20.0,10.0,361493.0,83.0
Vitaly Janelt,MID,Brentford,Liverpool,2,False,0.0,0.0,0,0,49,1,8,0,0,0,0,0,0,0,10,2.0,7.0,6.0,2.0,11166.0,76.0,0,0,81,2,6,1,0,0,0,0,0,0,17,3.0,13.0,13.0,6.0,11524.0,73.0
Conor Bradley,DEF,Liverpool,Brentford,1,True,15.0,15.0,0,0,17,0,1,0,0,0,0,0,0,0,3,1.0,4.0,3.0,8.0,217016.0,33.0,0,0,10,0,0,0,0,0,0,0,0,0,3,1.0,2.0,1.0,8.0,181233.0,10.0
Cody Gakpo,FWD,Liverpool,Brentford,1,True,15.0,15.0,1,3,71,2,2,1,0,0,0,0,0,0,19,3.0,15.0,6.0,12.0,413400.0,59.0,1,3,84,1,3,2,0,0,0,0,1,0,21,6.0,19.0,10.0,26.0,305813.0,55.0
Kostas Tsimikas,DEF,Liverpool,Brentford,0,True,15.0,15.0,2,3,49,1,0,0,0,0,0,0,0,0,17,2.0,9.0,9.0,1.0,263813.0,20.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,86544.0,2.0
Joe Gomez,DEF,Liverpool,Brentford,0,True,15.0,15.0,0,0,7,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,96024.0,4.0,1,0,32,0,5,0,0,0,0,0,0,0,4,1.0,3.0,1.0,4.0,110392.0,23.0
Sepp van den Berg,DEF,Brentford,Liverpool,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49721.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,17397.0,0.0
Ibrahima Konaté,DEF,Liverpool,Brentford,7,True,15.0,15.0,0,1,74,2,2,0,0,0,0,0,1,0,16,2.0,12.0,1.0,9.0,196435.0,72.0,0,1,43,1,0,0,0,0,0,0,0,0,8,1.0,8.0,1.0,4.0,201796.0,27.0
Harvey Elliott,MID,Liverpool,Brentford,1,True,15.0,15.0,0,0,11,0,0,0,0,0,0,0,0,0,4,1.0,2.0,1.0,3.0,46610.0,7.0,3,2,100,1,3,1,0,0,0,0,1,0,23,7.0,25.0,36.0,13.0,61233.0,49.0
Ji-Soo Kim,DEF,Brentford,Liverpool,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9405.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11283.0,0.0
Myles Peart-Harris,MID,Brentford,Liverpool,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1267.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1893.0,0.0
Adler Nascimento,FWD,Brentford,Liverpool,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,34869.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14782.0,0.0
Trent Alexander-Arnold,DEF,Liverpool,Brentford,6,True,15.0,15.0,0,2,104,3,1,0,0,0,0,0,0,0,22,5.0,13.0,27.0,12.0,2007629.0,65.0,0,2,111,3,5,0,0,0,0,0,1,0,21,7.0,15.0,39.0,13.0,1769963.0,79.0
Virgil van Dijk,DEF,Liverpool,Brentford,7,True,15.0,15.0,1,4,128,3,2,0,0,0,0,0,1,0,28,5.0,26.0,8.0,15.0,1280130.0,90.0,0,1,109,3,5,0,0,0,0,0,0,0,21,4.0,19.0,1.0,16.0,1649096.0,90.0
Christian Nørgaard,MID,Brentford,Liverpool,1,False,0.0,0.0,0,0,39,1,7,0,0,0,0,0,2,0,7,3.0,8.0,12.0,6.0,18650.0,64.0,0,0,58,2,7,0,0,0,0,0,1,0,11,3.0,12.0,12.0,4.0,12893.0,83.0
Jarell Quansah,DEF,Liverpool,Brentford,0,True,15.0,15.0,0,0,5,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,90007.0,0.0,0,5,103,1,5,2,0,0,0,0,0,0,26,5.0,34.0,3.0,17.0,220692.0,63.0
Andy Robertson,DEF,Liverpool,Brentford,6,True,15.0,15.0,0,0,89,2,2,0,0,0,0,0,0,0,16,5.0,15.0,29.0,11.0,476283.0,70.0,0,3,133,4,0,1,0,0,0,0,0,0,33,8.0,21.0,34.0,22.0,462113.0,64.0
Kevin Schade,MID,Brentford,Liverpool,1,False,0.0,0.0,0,0,8,1,0,0,0,0,0,0,0,0,5,0.0,1.0,0.0,1.0,5652.0,21.0,0,0,3,0,3,0,0,0,0,0,0,0,6,0.0,1.0,1.0,3.0,5970.0,26.0
Tyler Morton,MID,Liverpool,Brentford,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2702.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2170.0,0.0
Nathaniel Phillips,DEF,Liverpool,Brentford,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24164.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12237.0,0.0
Nathan Ferguson,DEF,Brentford,Liverpool,0,False,0.0,0.0,0,0,9,0,1,0,0,0,0,0,0,0,2,0.0,2.0,0.0,0.0,25277.0,18.0,0,0,19,0,4,0,0,0,0,0,0,0,0,1.0,4.0,4.0,0.0,20716.0,18.0
Nathan Collins,DEF,Brentford,Liverpool,1,False,0.0,0.0,0,0,60,1,9,0,0,0,0,0,0,0,8,3.0,18.0,3.0,13.0,59514.0,72.0,1,2,69,1,4,0,0,0,0,0,0,0,16,4.0,25.0,5.0,13.0,77200.0,72.0
Bryan Mbeumo,MID,Brentford,Liverpool,1,False,0.0,0.0,0,3,52,1,6,2,0,0,0,0,2,0,20,6.0,18.0,17.0,26.0,954754.0,72.0,1,4,85,1,8,2,0,0,0,0,1,0,27,6.0,24.0,24.0,16.0,596794.0,90.0
João Teixeira,MID,Liverpool,Brentford,6,True,15.0,15.0,3,2,96,3,1,2,0,0,0,0,0,0,32,9.0,25.0,24.0,41.0,1061478.0,69.0,1,0,43,2,0,1,0,0,0,0,0,0,14,3.0,11.0,6.0,13.0,781779.0,30.0
Frank Onyeka,MID,Brentford,Liverpool,1,False,0.0,0.0,0,0,11,0,5,0,0,0,0,0,1,0,4,0.0,2.0,1.0,1.0,2294.0,32.0,0,0,10,0,0,0,0,0,0,0,0,0,3,0.0,1.0,3.0,0.0,2810.0,6.0
Aaron Hickey,DEF,Brentford,Liverpool,0,False,0.0,0.0,0,0,20,1,1,0,0,0,0,0,1,0,7,0.0,1.0,3.0,0.0,21036.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9696.0,0.0
Alisson Becker,GK,Liverpool,Brentford,6,True,15.0,15.0,0,0,91,3,1,0,0,0,0,0,2,11,20,2.0,17.0,0.0,0.0,1299585.0,72.0,0,1,104,3,5,0,0,0,0,0,0,12,22,2.0,19.0,0.0,0.0,998731.0,90.0
Fábio Carvalho,MID,Brentford,Liverpool,1,False,0.0,0.0,0,0,2,0,1,0,0,0,0,0,0,0,1,0.0,1.0,2.0,2.0,127341.0,24.0,0,0,8,0,1,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.0,69936.0,7.0
Ryan Trevitt,MID,Brentford,Liverpool,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1955.0,0.0
Ben Doak,MID,Liverpool,Brentford,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3806.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973.0,0.0
Luis Díaz,MID,Liverpool,Brentford,14,True,15.0,15.0,2,3,104,1,2,2,0,0,0,0,0,0,28,7.0,26.0,23.0,18.0,870651.0,56.0,1,3,76,3,2,1,0,0,0,0,0,0,24,9.0,21.0,36.0,35.0,999543.0,76.0
Mikkel Damsgaard,MID,Brentford,Liverpool,1,False,0.0,0.0,0,0,16,0,2,0,0,0,0,0,0,0,4,1.0,2.0,4.0,0.0,6865.0,12.0,0,0,30,2,2,0,0,0,0,0,0,0,9,1.0,4.0,3.0,0.0,5635.0,44.0
Stefan Bajcetic,MID,Liverpool,Brentford,0,True,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6295.0,0.0,0,0,3,0,2,0,0,0,0,0,0,0,1,0.0,2.0,0.0,0.0,8025.0,5.0
Caoimhín Kelleher,GK,Liverpool,Brentford,0,True,15.0,15.0,0,0,19,0,1,0,0,0,0,0,0,5,3,1.0,8.0,0.0,0.0,78580.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,288632.0,0.0
Mads Roerslev,DEF,Brentford,Liverpool,1,False,0.0,0.0,0,0,15,0,6,0,0,0,0,0,0,0,4,1.0,3.0,1.0,1.0,8057.0,47.0,0,0,28,0,7,0,0,0,0,0,0,0,6,1.0,7.0,4.0,1.0,34311.0,63.0
Rico Henry,DEF,Brentford,Liverpool,0,False,0.0,0.0,0,0,23,1,1,0,0,0,0,0,2,0,6,0.0,2.0,2.0,1.0,187400.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53910.0,0.0
Yoane Wissa,FWD,Brentford,Liverpool,2,False,0.0,0.0,1,2,55,1,6,1,0,0,0,0,0,0,17,3.0,9.0,3.0,17.0,483900.0,50.0,3,7,135,0,8,3,0,0,0,0,2,0,34,6.0,31.0,11.0,21.0,466725.0,58.0
Ben Mee,DEF,Brentford,Liverpool,0,False,0.0,0.0,0,0,30,0,8,0,0,0,0,0,0,0,3,2.0,9.0,3.0,4.0,534664.0,54.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,101433.0,0.0
Josh Dasilva,MID,Brentford,Liverpool,0,False,0.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,85246.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1902.0,0.0
Mohamed Salah,MID,Liverpool,Brentford,10,True,15.0,15.0,1,9,155,3,2,6,0,1,0,0,0,0,52,13.0,50.0,25.0,53.0,3424474.0,79.0,4,5,131,3,5,3,0,0,0,0,0,0,45,13.0,38.0,21.0,70.0,2871464.0,88.0
Ivan Toney,FWD,Brentford,Liverpool,0,False,0.0,0.0,0,0,30,0,5,1,0,0,0,0,0,0,8,3.0,10.0,3.0,18.0,1016997.0,36.0,1,0,16,1,5,0,0,0,0,0,2,0,7,3.0,7.0,6.0,16.0,545423.0,54.0
Yunus Konak,MID,Brentford,Liverpool,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5815.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3608.0,0.0
Ethan Brierley,MID,Brentford,Liverpool,0,False,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3212.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3459.0,0.0
